# proportion, advantage
5.000000000000000000e-01,7.489997505000000055e-01
5.010000000000000009e-01,7.499977515000001427e-01
5.020000000000000018e-01,7.509937564979999314e-01
5.030000000000000027e-01,7.519877654939999267e-01
5.040000000000000036e-01,7.529797784880000178e-01
5.050000000000000044e-01,7.539697954799999824e-01
5.060000000000000053e-01,7.549578164700000427e-01
5.070000000000000062e-01,7.559438414580000876e-01
5.080000000000000071e-01,7.569278704440000061e-01
5.090000000000000080e-01,7.579099034280000202e-01
5.100000000000000089e-01,7.588899404100000190e-01
5.110000000000000098e-01,7.598679813900000024e-01
5.120000000000000107e-01,7.608440263679999704e-01
5.130000000000000115e-01,7.618180753440000341e-01
5.140000000000000124e-01,7.627901283179999714e-01
5.150000000000000133e-01,7.637601852900000043e-01
5.160000000000000142e-01,7.647282462600000219e-01
5.170000000000000151e-01,7.656943112280000241e-01
5.180000000000000160e-01,7.666583801939998999e-01
5.190000000000000169e-01,7.676204531580000934e-01
5.200000000000000178e-01,7.685805301199999384e-01
5.210000000000000187e-01,7.695386110799999901e-01
5.220000000000000195e-01,7.704946960380000265e-01
5.230000000000000204e-01,7.714487849940000475e-01
5.240000000000000213e-01,7.724008779479999420e-01
5.250000000000000222e-01,7.733509749000000433e-01
5.260000000000000231e-01,7.742990758500000181e-01
5.270000000000000240e-01,7.752451807980000886e-01
5.280000000000000249e-01,7.761892897440000327e-01
5.290000000000000258e-01,7.771314026880000725e-01
5.300000000000000266e-01,7.780715196299999858e-01
5.310000000000000275e-01,7.790096405699998838e-01
5.320000000000000284e-01,7.799457655079999885e-01
5.330000000000000293e-01,7.808798944440000778e-01
5.340000000000000302e-01,7.818120273779999296e-01
5.350000000000000311e-01,7.827421643099999882e-01
5.360000000000000320e-01,7.836703052400000313e-01
5.370000000000000329e-01,7.845964501679999481e-01
5.380000000000000338e-01,7.855205990940000715e-01
5.390000000000000346e-01,7.864427520179999576e-01
5.400000000000000355e-01,7.873629089399999392e-01
5.410000000000000364e-01,7.882810698599999055e-01
5.420000000000000373e-01,7.891972347779999675e-01
5.430000000000000382e-01,7.901114036940000140e-01
5.440000000000000391e-01,7.910235766080000452e-01
5.450000000000000400e-01,7.919337535200000611e-01
5.460000000000000409e-01,7.928419344300000615e-01
5.470000000000000417e-01,7.937481193379999356e-01
5.480000000000000426e-01,7.946523082440000163e-01
5.490000000000000435e-01,7.955545011479999706e-01
5.500000000000000444e-01,7.964546980500000206e-01
5.510000000000000453e-01,7.973528989500000552e-01
5.520000000000000462e-01,7.982491038479999634e-01
5.530000000000000471e-01,7.991433127439999673e-01
5.540000000000000480e-01,8.000355256379999558e-01
5.550000000000000488e-01,8.009257425299999289e-01
5.560000000000000497e-01,8.018139634199999977e-01
5.570000000000000506e-01,8.027001883080000511e-01
5.580000000000000515e-01,8.035844171940000891e-01
5.590000000000000524e-01,8.044666500780000007e-01
5.600000000000000533e-01,8.053468869599998969e-01
5.610000000000000542e-01,8.062251278399999999e-01
5.620000000000000551e-01,8.071013727179999764e-01
5.629999999999999449e-01,8.079756215939999375e-01
5.639999999999999458e-01,8.088478744679999943e-01
5.649999999999999467e-01,8.097181313400000358e-01
5.659999999999999476e-01,8.105863922100000618e-01
5.669999999999999485e-01,8.114526570779999615e-01
5.679999999999999494e-01,8.123169259439999568e-01
5.689999999999999503e-01,8.131791988080000477e-01
5.699999999999999512e-01,8.140394756699999013e-01
5.709999999999999520e-01,8.148977565299999615e-01
5.719999999999999529e-01,8.157540413880000063e-01
5.729999999999999538e-01,8.166083302440000358e-01
5.739999999999999547e-01,8.174606230980000499e-01
5.749999999999999556e-01,8.183109199499999376e-01
5.759999999999999565e-01,8.191592207999999209e-01
5.769999999999999574e-01,8.200055256479999999e-01
5.779999999999999583e-01,8.208498344939999525e-01
5.789999999999999591e-01,8.216921473380000007e-01
5.799999999999999600e-01,8.225324641800000336e-01
5.809999999999999609e-01,8.233707850200001621e-01
5.819999999999999618e-01,8.242071098579999422e-01
5.829999999999999627e-01,8.250414386939999289e-01
5.839999999999999636e-01,8.258737715280000113e-01
5.849999999999999645e-01,8.267041083599999673e-01
5.859999999999999654e-01,8.275324491900000190e-01
5.869999999999999662e-01,8.283587940179999443e-01
5.879999999999999671e-01,8.291831428439999652e-01
5.889999999999999680e-01,8.300054956679999707e-01
5.899999999999999689e-01,8.308258524899999609e-01
5.909999999999999698e-01,8.316442133099999356e-01
5.919999999999999707e-01,8.324605781279998951e-01
5.929999999999999716e-01,8.332749469439999501e-01
5.939999999999999725e-01,8.340873197579999898e-01
5.949999999999999734e-01,8.348976965700000141e-01
5.959999999999999742e-01,8.357060773800000231e-01
5.969999999999999751e-01,8.365124621880000166e-01
5.979999999999999760e-01,8.373168509939999948e-01
5.989999999999999769e-01,8.381192437979999577e-01
5.999999999999999778e-01,8.389196406000000161e-01
6.009999999999999787e-01,8.397180413999999482e-01
6.019999999999999796e-01,8.405144461980000870e-01
6.029999999999999805e-01,8.413088549939999883e-01
6.039999999999999813e-01,8.421012677879999853e-01
6.049999999999999822e-01,8.428916845799999669e-01
6.059999999999999831e-01,8.436801053700000441e-01
6.069999999999999840e-01,8.444665301579999950e-01
6.079999999999999849e-01,8.452509589439999305e-01
6.089999999999999858e-01,8.460333917280000726e-01
6.099999999999999867e-01,8.468138285099999774e-01
6.109999999999999876e-01,8.475922692899999777e-01
6.119999999999999885e-01,8.483687140679999628e-01
6.129999999999999893e-01,8.491431628439999324e-01
6.139999999999999902e-01,8.499156156179999977e-01
6.149999999999999911e-01,8.506860723900000476e-01
6.159999999999999920e-01,8.514545331600000821e-01
6.169999999999999929e-01,8.522209979280001013e-01
6.179999999999999938e-01,8.529854666939999941e-01
6.189999999999999947e-01,8.537479394579999825e-01
6.199999999999999956e-01,8.545084162199999556e-01
6.209999999999999964e-01,8.552668969799999132e-01
6.219999999999999973e-01,8.560233817379999666e-01
6.229999999999999982e-01,8.567778704940001155e-01
6.239999999999999991e-01,8.575303632480000271e-01
6.250000000000000000e-01,8.582808599999999233e-01
6.260000000000000009e-01,8.590293607500000261e-01
6.270000000000000018e-01,8.597758654980000026e-01
6.280000000000000027e-01,8.605203742440000747e-01
6.290000000000000036e-01,8.612628869880000204e-01
6.300000000000000044e-01,8.620034037299999508e-01
6.310000000000000053e-01,8.627419244699999767e-01
6.320000000000000062e-01,8.634784492079999874e-01
6.330000000000000071e-01,8.642129779439999826e-01
6.340000000000000080e-01,8.649455106779999625e-01
6.350000000000000089e-01,8.656760474100000380e-01
6.360000000000000098e-01,8.664045881399999871e-01
6.370000000000000107e-01,8.671311328680000319e-01
6.380000000000000115e-01,8.678556815940000613e-01
6.390000000000000124e-01,8.685782343180000753e-01
6.400000000000000133e-01,8.692987910399999629e-01
6.410000000000000142e-01,8.700173517600000572e-01
6.420000000000000151e-01,8.707339164780000251e-01
6.430000000000000160e-01,8.714484851939999777e-01
6.440000000000000169e-01,8.721610579080000258e-01
6.450000000000000178e-01,8.728716346200000586e-01
6.460000000000000187e-01,8.735802153300000761e-01
6.470000000000000195e-01,8.742868000379999671e-01
6.480000000000000204e-01,8.749913887439999538e-01
6.490000000000000213e-01,8.756939814480000361e-01
6.500000000000000222e-01,8.763945781500001031e-01
6.510000000000000231e-01,8.770931788500000437e-01
6.520000000000000240e-01,8.777897835480000799e-01
6.530000000000000249e-01,8.784843922439999897e-01
6.540000000000000258e-01,8.791770049379999952e-01
6.550000000000000266e-01,8.798676216299998742e-01
6.560000000000000275e-01,8.805562423199999600e-01
6.570000000000000284e-01,8.812428670080000304e-01
6.580000000000000293e-01,8.819274956939999743e-01
6.590000000000000302e-01,8.826101283780000140e-01
6.600000000000000311e-01,8.832907650600000382e-01
6.610000000000000320e-01,8.839694057399999361e-01
6.620000000000000329e-01,8.846460504180000406e-01
6.630000000000000338e-01,8.853206990940000187e-01
6.640000000000000346e-01,8.859933517679999815e-01
6.650000000000000355e-01,8.866640084399999289e-01
6.660000000000000364e-01,8.873326691100000829e-01
6.670000000000000373e-01,8.879993337779999996e-01
6.680000000000000382e-01,8.886640024440000118e-01
6.690000000000000391e-01,8.893266751079998977e-01
6.700000000000000400e-01,8.899873517699999903e-01
6.710000000000000409e-01,8.906460324300000675e-01
6.720000000000000417e-01,8.913027170880000183e-01
6.730000000000000426e-01,8.919574057439999537e-01
6.740000000000000435e-01,8.926100983979999848e-01
6.750000000000000444e-01,8.932607950500000005e-01
6.760000000000000453e-01,8.939094956999998898e-01
6.770000000000000462e-01,8.945562003479999857e-01
6.780000000000000471e-01,8.952009089940000663e-01
6.790000000000000480e-01,8.958436216380000205e-01
6.800000000000000488e-01,8.964843382799999594e-01
6.810000000000000497e-01,8.971230589199999939e-01
6.820000000000000506e-01,8.977597835580001240e-01
6.830000000000000515e-01,8.983945121939999057e-01
6.840000000000000524e-01,8.990272448280000051e-01
6.850000000000000533e-01,8.996579814599999780e-01
6.860000000000000542e-01,9.002867220899999356e-01
6.870000000000000551e-01,9.009134667179999889e-01
6.879999999999999449e-01,9.015382153440000268e-01
6.889999999999999458e-01,9.021609679680000493e-01
6.899999999999999467e-01,9.027817245899999454e-01
6.909999999999999476e-01,9.034004852099999372e-01
6.919999999999999485e-01,9.040172498280000246e-01
6.929999999999999494e-01,9.046320184439999856e-01
6.939999999999999503e-01,9.052447910579999313e-01
6.949999999999999512e-01,9.058555676699999726e-01
6.959999999999999520e-01,9.064643482800001095e-01
6.969999999999999529e-01,9.070711328880000091e-01
6.979999999999999538e-01,9.076759214939998932e-01
6.989999999999999547e-01,9.082787140979999840e-01
6.999999999999999556e-01,9.088795106999999485e-01
7.009999999999999565e-01,9.094783113000000085e-01
7.019999999999999574e-01,9.100751158979999422e-01
7.029999999999999583e-01,9.106699244940000826e-01
7.039999999999999591e-01,9.112627370880000965e-01
7.049999999999999600e-01,9.118535536799998731e-01
7.059999999999999609e-01,9.124423742699999673e-01
7.069999999999999618e-01,9.130291988579999352e-01
7.079999999999999627e-01,9.136140274439999986e-01
7.089999999999999636e-01,9.141968600279999357e-01
7.099999999999999645e-01,9.147776966100000795e-01
7.109999999999999654e-01,9.153565371899999858e-01
7.119999999999999662e-01,9.159333817679999878e-01
7.129999999999999671e-01,9.165082303439999745e-01
7.139999999999999680e-01,9.170810829180000567e-01
7.149999999999999689e-01,9.176519394900000126e-01
7.159999999999999698e-01,9.182208000599999531e-01
7.169999999999999707e-01,9.187876646280001003e-01
7.179999999999999716e-01,9.193525331940001211e-01
7.189999999999999725e-01,9.199154057579999044e-01
7.199999999999999734e-01,9.204762823200000055e-01
7.209999999999999742e-01,9.210351628799999801e-01
7.219999999999999751e-01,9.215920474379999394e-01
7.229999999999999760e-01,9.221469359939999944e-01
7.239999999999999769e-01,9.226998285480000339e-01
7.249999999999999778e-01,9.232507251000000581e-01
7.259999999999999787e-01,9.237996256499999559e-01
7.269999999999999796e-01,9.243465301979999493e-01
7.279999999999999805e-01,9.248914387440000384e-01
7.289999999999999813e-01,9.254343512880000011e-01
7.299999999999999822e-01,9.259752678299999484e-01
7.309999999999999831e-01,9.265141883699999914e-01
7.319999999999999840e-01,9.270511129080000190e-01
7.329999999999999849e-01,9.275860414440000312e-01
7.339999999999999858e-01,9.281189739779999170e-01
7.349999999999999867e-01,9.286499105099998985e-01
7.359999999999999876e-01,9.291788510399999756e-01
7.369999999999999885e-01,9.297057955680000374e-01
7.379999999999999893e-01,9.302307440940000838e-01
7.389999999999999902e-01,9.307536966180001148e-01
7.399999999999999911e-01,9.312746531400001304e-01
7.409999999999999920e-01,9.317936136599999086e-01
7.419999999999999929e-01,9.323105781780000045e-01
7.429999999999999938e-01,9.328255466939999740e-01
7.439999999999999947e-01,9.333385192080000392e-01
7.449999999999999956e-01,9.338494957199999780e-01
7.459999999999999964e-01,9.343584762300001234e-01
7.469999999999999973e-01,9.348654607380000314e-01
7.479999999999999982e-01,9.353704492439999241e-01
7.489999999999999991e-01,9.358734417480000234e-01
7.500000000000000000e-01,9.363744382499999963e-01
7.510000000000000009e-01,9.368734387500000649e-01
7.520000000000000018e-01,9.373704432480001181e-01
7.530000000000000027e-01,9.378654517440000449e-01
7.540000000000000036e-01,9.383584642380000673e-01
7.550000000000000044e-01,9.388494807299999634e-01
7.560000000000000053e-01,9.393385012199999551e-01
7.570000000000000062e-01,9.398255257079999314e-01
7.580000000000000071e-01,9.403105541940000034e-01
7.590000000000000080e-01,9.407935866780000600e-01
7.600000000000000089e-01,9.412746231599999902e-01
7.610000000000000098e-01,9.417536636400000161e-01
7.620000000000000107e-01,9.422307081179999155e-01
7.630000000000000115e-01,9.427057565939999106e-01
7.640000000000000124e-01,9.431788090680000014e-01
7.650000000000000133e-01,9.436498655399999658e-01
7.660000000000000142e-01,9.441189260100000258e-01
7.670000000000000151e-01,9.445859904779999594e-01
7.680000000000000160e-01,9.450510589439999887e-01
7.690000000000000169e-01,9.455141314080001136e-01
7.700000000000000178e-01,9.459752078700000011e-01
7.710000000000000187e-01,9.464342883299999842e-01
7.720000000000000195e-01,9.468913727879999520e-01
7.730000000000000204e-01,9.473464612440000154e-01
7.740000000000000213e-01,9.477995536979999525e-01
7.750000000000000222e-01,9.482506501499999851e-01
7.760000000000000231e-01,9.486997506000000024e-01
7.770000000000000240e-01,9.491468550479998934e-01
7.780000000000000249e-01,9.495919634939999909e-01
7.790000000000000258e-01,9.500350759379999621e-01
7.800000000000000266e-01,9.504761923800000289e-01
7.810000000000000275e-01,9.509153128200000804e-01
7.820000000000000284e-01,9.513524372580000055e-01
7.830000000000000293e-01,9.517875656940000262e-01
7.840000000000000302e-01,9.522206981280000315e-01
7.850000000000000311e-01,9.526518345600000215e-01
7.860000000000000320e-01,9.530809749899999961e-01
7.870000000000000329e-01,9.535081194179999553e-01
7.880000000000000338e-01,9.539332678440000102e-01
7.890000000000000346e-01,9.543564202680000497e-01
7.900000000000000355e-01,9.547775766899999628e-01
7.910000000000000364e-01,9.551967371099999715e-01
7.920000000000000373e-01,9.556139015279999649e-01
7.930000000000000382e-01,9.560290699439999429e-01
7.940000000000000391e-01,9.564422423580000165e-01
7.950000000000000400e-01,9.568534187700000748e-01
7.960000000000000409e-01,9.572625991800001177e-01
7.970000000000000417e-01,9.576697835880000342e-01
7.980000000000000426e-01,9.580749719940000464e-01
7.990000000000000435e-01,9.584781643980000432e-01
8.000000000000000444e-01,9.588793607999999136e-01
8.010000000000000453e-01,9.592785611999999906e-01
8.020000000000000462e-01,9.596757655980000523e-01
8.030000000000000471e-01,9.600709739939999876e-01
8.040000000000000480e-01,9.604641863880000185e-01
8.050000000000000488e-01,9.608554027800000341e-01
8.060000000000000497e-01,9.612446231699999233e-01
8.070000000000000506e-01,9.616318475580000191e-01
8.080000000000000515e-01,9.620170759439999886e-01
8.090000000000000524e-01,9.624003083279999426e-01
8.100000000000000533e-01,9.627815447100001034e-01
8.110000000000000542e-01,9.631607850900001377e-01
8.120000000000000551e-01,9.635380294680000457e-01
8.129999999999999449e-01,9.639132778439999383e-01
8.139999999999999458e-01,9.642865302179999265e-01
8.149999999999999467e-01,9.646577865900000104e-01
8.159999999999999476e-01,9.650270469599999679e-01
8.169999999999999485e-01,9.653943113280000210e-01
8.179999999999999494e-01,9.657595796940000588e-01
8.189999999999999503e-01,9.661228520580000811e-01
8.199999999999999512e-01,9.664841284199999771e-01
8.209999999999999520e-01,9.668434087799999688e-01
8.219999999999999529e-01,9.672006931379999450e-01
8.229999999999999538e-01,9.675559814940000170e-01
8.239999999999999547e-01,9.679092738480000735e-01
8.249999999999999556e-01,9.682605702000000036e-01
8.259999999999999565e-01,9.686098705500000294e-01
8.269999999999999574e-01,9.689571748979999288e-01
8.279999999999999583e-01,9.693024832439999239e-01
8.289999999999999591e-01,9.696457955879999036e-01
8.299999999999999600e-01,9.699871119299999789e-01
8.309999999999999609e-01,9.703264322700000388e-01
8.319999999999999618e-01,9.706637566079999724e-01
8.329999999999999627e-01,9.709990849440000016e-01
8.339999999999999636e-01,9.713324172780000154e-01
8.349999999999999645e-01,9.716637536100000139e-01
8.359999999999999654e-01,9.719930939399999970e-01
8.369999999999999662e-01,9.723204382679999647e-01
8.379999999999999671e-01,9.726457865939999170e-01
8.389999999999999680e-01,9.729691389179999650e-01
8.399999999999999689e-01,9.732904952399999976e-01
8.409999999999999698e-01,9.736098555600000148e-01
8.419999999999999707e-01,9.739272198780000167e-01
8.429999999999999716e-01,9.742425881939998922e-01
8.439999999999999725e-01,9.745559605079999743e-01
8.449999999999999734e-01,9.748673368200000411e-01
8.459999999999999742e-01,9.751767171300000925e-01
8.469999999999999751e-01,9.754841014380000175e-01
8.479999999999999760e-01,9.757894897440000381e-01
8.489999999999999769e-01,9.760928820479999324e-01
8.499999999999999778e-01,9.763942783500000333e-01
8.509999999999999787e-01,9.766936786500000078e-01
8.519999999999999796e-01,9.769910829479999670e-01
8.529999999999999805e-01,9.772864912440000218e-01
8.539999999999999813e-01,9.775799035380000612e-01
8.549999999999999822e-01,9.778713198300000853e-01
8.559999999999999831e-01,9.781607401199999829e-01
8.569999999999999840e-01,9.784481644079999763e-01
8.579999999999999849e-01,9.787335926939999542e-01
8.589999999999999858e-01,9.790170249780000278e-01
8.599999999999999867e-01,9.792984612599999750e-01
8.609999999999999876e-01,9.795779015400000178e-01
8.619999999999999885e-01,9.798553458180000453e-01
8.629999999999999893e-01,9.801307940940000574e-01
8.639999999999999902e-01,9.804042463679999431e-01
8.649999999999999911e-01,9.806757026399999244e-01
8.659999999999999920e-01,9.809451629100000014e-01
8.669999999999999929e-01,9.812126271779999520e-01
8.679999999999999938e-01,9.814780954439999983e-01
8.689999999999999947e-01,9.817415677080000291e-01
8.699999999999999956e-01,9.820030439700000446e-01
8.709999999999999964e-01,9.822625242300000448e-01
8.719999999999999973e-01,9.825200084880000295e-01
8.729999999999999982e-01,9.827754967439999989e-01
8.739999999999999991e-01,9.830289889980000639e-01
8.750000000000000000e-01,9.832804852500000026e-01
8.760000000000000009e-01,9.835299855000000369e-01
8.770000000000000018e-01,9.837774897480000558e-01
8.780000000000000027e-01,9.840229979939999483e-01
8.790000000000000036e-01,9.842665102379999365e-01
8.800000000000000044e-01,9.845080264800000203e-01
8.810000000000000053e-01,9.847475467199999777e-01
8.820000000000000062e-01,9.849850709580000307e-01
8.830000000000000071e-01,9.852205991940000684e-01
8.840000000000000080e-01,9.854541314280000908e-01
8.850000000000000089e-01,9.856856676599999867e-01
8.860000000000000098e-01,9.859152078899999783e-01
8.870000000000000107e-01,9.861427521179999545e-01
8.880000000000000115e-01,9.863683003439999153e-01
8.890000000000000124e-01,9.865918525679999718e-01
8.900000000000000133e-01,9.868134087900000129e-01
8.910000000000000142e-01,9.870329690100000386e-01
8.920000000000000151e-01,9.872505332279999379e-01
8.930000000000000160e-01,9.874661014440000439e-01
8.940000000000000169e-01,9.876796736579999125e-01
8.950000000000000178e-01,9.878912498699999878e-01
8.960000000000000187e-01,9.881008300800000477e-01
8.970000000000000195e-01,9.883084142879999812e-01
8.980000000000000204e-01,9.885140024940000103e-01
8.990000000000000213e-01,9.887175946980000241e-01
9.000000000000000222e-01,9.889191908999999114e-01
9.010000000000000231e-01,9.891187911000000055e-01
9.020000000000000240e-01,9.893163952979999731e-01
9.030000000000000249e-01,9.895120034939999254e-01
9.040000000000000258e-01,9.897056156880000843e-01
9.050000000000000266e-01,9.898972318800000059e-01
9.060000000000000275e-01,9.900868520700001341e-01
9.070000000000000284e-01,9.902744762579999138e-01
9.080000000000000293e-01,9.904601044440000113e-01
9.090000000000000302e-01,9.906437366279999823e-01
9.100000000000000311e-01,9.908253728099999380e-01
9.110000000000000320e-01,9.910050129899999893e-01
9.120000000000000329e-01,9.911826571680000253e-01
9.130000000000000338e-01,9.913583053440000459e-01
9.140000000000000346e-01,9.915319575179999401e-01
9.150000000000000355e-01,9.917036136899999299e-01
9.160000000000000364e-01,9.918732738599999044e-01
9.170000000000000373e-01,9.920409380280000855e-01
9.180000000000000382e-01,9.922066061940000292e-01
9.190000000000000391e-01,9.923702783579999576e-01
9.200000000000000400e-01,9.925319545199999816e-01
9.210000000000000409e-01,9.926916346799999902e-01
9.220000000000000417e-01,9.928493188379999834e-01
9.230000000000000426e-01,9.930050069939999613e-01
9.240000000000000435e-01,9.931586991479999238e-01
9.250000000000000444e-01,9.933103952999999819e-01
9.260000000000000453e-01,9.934600954500000247e-01
9.270000000000000462e-01,9.936077995980000521e-01
9.280000000000000471e-01,9.937535077440000642e-01
9.290000000000000480e-01,9.938972198879999498e-01
9.300000000000000488e-01,9.940389360300000421e-01
9.310000000000000497e-01,9.941786561700000080e-01
9.320000000000000506e-01,9.943163803080000696e-01
9.330000000000000515e-01,9.944521084440000047e-01
9.340000000000000524e-01,9.945858405780000355e-01
9.350000000000000533e-01,9.947175767100000510e-01
9.360000000000000542e-01,9.948473168399999400e-01
9.370000000000000551e-01,9.949750609679999247e-01
9.379999999999999449e-01,9.951008090940000050e-01
9.389999999999999458e-01,9.952245612179999590e-01
9.399999999999999467e-01,9.953463173400000086e-01
9.409999999999999476e-01,9.954660774600000428e-01
9.419999999999999485e-01,9.955838415780000616e-01
9.429999999999999494e-01,9.956996096939999541e-01
9.439999999999999503e-01,9.958133818079999422e-01
9.449999999999999512e-01,9.959251579200000259e-01
9.459999999999999520e-01,9.960349380300000943e-01
9.469999999999999529e-01,9.961427221380000363e-01
9.479999999999999538e-01,9.962485102440000739e-01
9.489999999999999547e-01,9.963523023479999852e-01
9.499999999999999556e-01,9.964540984499999920e-01
9.509999999999999565e-01,9.965538985499999836e-01
9.519999999999999574e-01,9.966517026480000707e-01
9.529999999999999583e-01,9.967475107439999205e-01
9.539999999999999591e-01,9.968413228380000879e-01
9.549999999999999600e-01,9.969331389300000179e-01
9.559999999999999609e-01,9.970229590200000436e-01
9.569999999999999618e-01,9.971107831079999428e-01
9.579999999999999627e-01,9.971966111939999378e-01
9.589999999999999636e-01,9.972804432780000283e-01
9.599999999999999645e-01,9.973622793599999925e-01
9.609999999999999654e-01,9.974421194400000523e-01
9.619999999999999662e-01,9.975199635179999857e-01
9.629999999999999671e-01,9.975958115940001258e-01
9.639999999999999680e-01,9.976696636680000285e-01
9.649999999999999689e-01,9.977415197400000269e-01
9.659999999999999698e-01,9.978113798100000098e-01
9.669999999999999707e-01,9.978792438779999774e-01
9.679999999999999716e-01,9.979451119439999296e-01
9.689999999999999725e-01,9.980089840080000885e-01
9.699999999999999734e-01,9.980708600700000099e-01
9.709999999999999742e-01,9.981307401300001381e-01
9.719999999999999751e-01,9.981886241879999178e-01
9.729999999999999760e-01,9.982445122440000151e-01
9.739999999999999769e-01,9.982984042979999861e-01
9.749999999999999778e-01,9.983503003499999418e-01
9.759999999999999787e-01,9.984002003999999930e-01
9.769999999999999796e-01,9.984481044480000289e-01
9.779999999999999805e-01,9.984940124940000494e-01
9.789999999999999813e-01,9.985379245379999436e-01
9.799999999999999822e-01,9.985798405800000443e-01
9.809999999999999831e-01,9.986197606200000187e-01
9.819999999999999840e-01,9.986576846579999778e-01
9.829999999999999849e-01,9.986936126940000324e-01
9.839999999999999858e-01,9.987275447279999607e-01
9.849999999999999867e-01,9.987594807600000957e-01
9.859999999999999876e-01,9.987894207899999932e-01
9.869999999999999885e-01,9.988173648179999864e-01
9.879999999999999893e-01,9.988433128439999642e-01
9.889999999999999902e-01,9.988672648680000377e-01
9.899999999999999911e-01,9.988892208899999847e-01
9.909999999999999920e-01,9.989091809100000274e-01
9.919999999999999929e-01,9.989271449280000548e-01
9.929999999999999938e-01,9.989431129440000667e-01
9.939999999999999947e-01,9.989570849579999523e-01
9.949999999999999956e-01,9.989690609700000445e-01
9.959999999999999964e-01,9.989790409799998994e-01
9.969999999999999973e-01,9.989870249880000719e-01
9.979999999999999982e-01,9.989930129940001180e-01
9.989999999999999991e-01,9.989970049980000377e-01
1.000000000000000000e+00,9.989990010000000531e-01
